14028S_operons	D23580_operons	LT2_operons	SL1344_operons	ST4-74_operons
14028S---operon_2373	D23580---operon_1396	LT2---operon_2231	SL1344---operon_2704	ST4-74---operon_2291
14028S---operon_1259	D23580---operon_2366	LT2---operon_1133	SL1344---operon_990	ST4-74---operon_2069
14028S---operon_2307	D23580---operon_2509	LT2---operon_1279	SL1344---operon_2338	ST4-74---operon_1422
14028S---operon_1429	D23580---operon_2145	LT2---operon_2272	SL1344---operon_2758	ST4-74---operon_1812
14028S---operon_2149	D23580---operon_1894	LT2---operon_2407	SL1344---operon_2467	ST4-74---operon_2123
14028S---operon_1752	D23580---operon_1887	LT2---operon_2578	SL1344---operon_1818	ST4-74---operon_1885
14028S---operon_1955	D23580---operon_891	LT2---operon_1597	SL1344---operon_2883	ST4-74---operon_1077
14028S---operon_1498	D23580---operon_2184	LT2---operon_1833	SL1344---operon_2202	ST4-74---operon_1499
14028S---operon_2819	D23580---operon_1714	LT2---operon_922	SL1344---operon_968	ST4-74---operon_2100
14028S---operon_1766	D23580---operon_1280	LT2---operon_1976	SL1344---operon_1501	ST4-74---operon_903
14028S---operon_1623	D23580---operon_1184	LT2---operon_1098	SL1344---operon_2074	ST4-74---operon_1999
14028S---operon_2475	D23580---operon_2401	LT2---operon_1000	SL1344---operon_2710	ST4-74---operon_1487
14028S---operon_2443	D23580---operon_893	LT2---operon_2507	SL1344---operon_1960	ST4-74---operon_2198
14028S---operon_489	D23580---operon_509	LT2---operon_499	SL1344---operon_485	ST4-74---operon_512
14028S---operon_1599	D23580---operon_1569	LT2---operon_2486	SL1344---operon_2516	ST4-74---operon_2279
14028S---operon_2272	D23580---operon_1129	LT2---operon_2170	SL1344---operon_2394	ST4-74---operon_1615
14028S---operon_1444	D23580---operon_1437	LT2---operon_1286	SL1344---operon_2823	ST4-74---operon_2704
14028S---operon_2914	D23580---operon_2128	LT2---operon_882	SL1344---operon_1117	ST4-74---operon_1090
14028S---operon_58	D23580---operon_70	LT2---operon_59	SL1344---operon_57	ST4-74---operon_61
14028S---operon_1300	D23580---operon_1078	LT2---operon_2075	SL1344---operon_929	ST4-74---operon_1988
14028S---operon_1546	D23580---operon_1080	LT2---operon_2392	SL1344---operon_2177	ST4-74---operon_1568
14028S---operon_1695	D23580---operon_1172	LT2---operon_834	SL1344---operon_1821	ST4-74---operon_1264
14028S---operon_1398	D23580---operon_1433	LT2---operon_2620	SL1344---operon_1482	ST4-74---operon_2415
14028S---operon_2167	D23580---operon_1046	LT2---operon_1444	SL1344---operon_1273	ST4-74---operon_2447
14028S---operon_2424	D23580---operon_2013	LT2---operon_2473	SL1344---operon_3009	ST4-74---operon_1937
14028S---operon_9	D23580---operon_14	LT2---operon_11	SL1344---operon_10	ST4-74---operon_13
14028S---operon_1537	D23580---operon_1489	LT2---operon_1901	SL1344---operon_1925	ST4-74---operon_1611
14028S---operon_2219	D23580---operon_2116	LT2---operon_1744	SL1344---operon_836	ST4-74---operon_1424
14028S---operon_1446	D23580---operon_2458	LT2---operon_1660	SL1344---operon_2877	ST4-74---operon_1363
14028S---operon_2241	D23580---operon_1397	LT2---operon_2059	SL1344---operon_1486	ST4-74---operon_1547
14028S---operon_2768	D23580---operon_2494	LT2---operon_1504	SL1344---operon_2183	ST4-74---operon_1979
14028S---operon_2086	D23580---operon_874	LT2---operon_889	SL1344---operon_2638	ST4-74---operon_1646
14028S---operon_2650	D23580---operon_1826	LT2---operon_2226	SL1344---operon_1230	ST4-74---operon_1950
14028S---operon_2636	D23580---operon_1360	LT2---operon_1255	SL1344---operon_2306	ST4-74---operon_1523
14028S---operon_1888	D23580---operon_1832	LT2---operon_2471	SL1344---operon_2230	ST4-74---operon_1171
14028S---operon_687	D23580---operon_713	LT2---operon_703	SL1344---operon_689	ST4-74---operon_722
14028S---operon_1778	D23580---operon_2440	LT2---operon_2403	SL1344---operon_2061	ST4-74---operon_2344
14028S---operon_2466	D23580---operon_2676	LT2---operon_859	SL1344---operon_1227	ST4-74---operon_2603
14028S---operon_2020	D23580---operon_1603	LT2---operon_1709	SL1344---operon_1142	ST4-74---operon_1597
14028S---operon_250	D23580---operon_252	LT2---operon_245	SL1344---operon_250	ST4-74---operon_262
14028S---operon_85	D23580---operon_101	LT2---operon_87	SL1344---operon_86	ST4-74---operon_93
14028S---operon_2164	D23580---operon_2129	LT2---operon_2423	SL1344---operon_1941	ST4-74---operon_1768
14028S---operon_1880	D23580---operon_1858	LT2---operon_1404	SL1344---operon_1489	ST4-74---operon_2218
14028S---operon_1198	D23580---operon_1180	LT2---operon_1794	SL1344---operon_1858	ST4-74---operon_2422
14028S---operon_1332	D23580---operon_2303	LT2---operon_1909	SL1344---operon_2454	ST4-74---operon_1749
14028S---operon_1029	D23580---operon_2385	LT2---operon_2388	SL1344---operon_886	ST4-74---operon_2538
14028S---operon_1115	D23580---operon_1188	LT2---operon_2018	SL1344---operon_2078	ST4-74---operon_2116
14028S---operon_1514	D23580---operon_1790	LT2---operon_2531	SL1344---operon_1797	ST4-74---operon_1614
14028S---operon_2897	D23580---operon_2758	LT2---operon_2748	SL1344---operon_2100	ST4-74---operon_1892
14028S---operon_1155	D23580---operon_1737	LT2---operon_1346	SL1344---operon_1543	ST4-74---operon_867
14028S---operon_1255	D23580---operon_1268	LT2---operon_1896	SL1344---operon_1150	ST4-74---operon_1011
14028S---operon_2637	D23580---operon_1368	LT2---operon_1897	SL1344---operon_2992	ST4-74---operon_1984
14028S---operon_1911	D23580---operon_843	LT2---operon_2671	SL1344---operon_1215	ST4-74---operon_2563
14028S---operon_2230	D23580---operon_1691	LT2---operon_2266	SL1344---operon_2902	ST4-74---operon_889
14028S---operon_822	D23580---operon_1836	LT2---operon_1408	SL1344---operon_874	ST4-74---operon_1300
14028S---operon_1322	D23580---operon_1016	LT2---operon_1546	SL1344---operon_1505	ST4-74---operon_1374
14028S---operon_1223	D23580---operon_2121	LT2---operon_1645	SL1344---operon_911	ST4-74---operon_1315
14028S---operon_316	D23580---operon_323	LT2---operon_311	SL1344---operon_318	ST4-74---operon_331
14028S---operon_2294	D23580---operon_1367	LT2---operon_2176	SL1344---operon_1201	ST4-74---operon_2323
14028S---operon_2863	D23580---operon_2253	LT2---operon_2525	SL1344---operon_1594	ST4-74---operon_1065
14028S---operon_1720	D23580---operon_1453	LT2---operon_1254	SL1344---operon_1391	ST4-74---operon_949
14028S---operon_2048	D23580---operon_2132	LT2---operon_1172	SL1344---operon_895	ST4-74---operon_1841
14028S---operon_142	D23580---operon_144	LT2---operon_136	SL1344---operon_136	ST4-74---operon_141
14028S---operon_609	D23580---operon_635	LT2---operon_632	SL1344---operon_614	ST4-74---operon_646
14028S---operon_423	D23580---operon_444	LT2---operon_430	SL1344---operon_421	ST4-74---operon_446
14028S---operon_668	D23580---operon_698	LT2---operon_688	SL1344---operon_671	ST4-74---operon_703
14028S---operon_2430	D23580---operon_1308	LT2---operon_2541	SL1344---operon_1979	ST4-74---operon_2525
14028S---operon_898	D23580---operon_1416	LT2---operon_1290	SL1344---operon_2244	ST4-74---operon_1140
14028S---operon_773	D23580---operon_803	LT2---operon_792	SL1344---operon_768	ST4-74---operon_817
14028S---operon_2515	D23580---operon_1357	LT2---operon_1948	SL1344---operon_862	ST4-74---operon_1636
14028S---operon_610	D23580---operon_636	LT2---operon_633	SL1344---operon_615	ST4-74---operon_647
14028S---operon_1504	D23580---operon_908	LT2---operon_1555	SL1344---operon_2678	ST4-74---operon_981
14028S---operon_502	D23580---operon_523	LT2---operon_513	SL1344---operon_497	ST4-74---operon_524
14028S---operon_1891	D23580---operon_976	LT2---operon_1967	SL1344---operon_2583	ST4-74---operon_1350
14028S---operon_1314	D23580---operon_2568	LT2---operon_1039	SL1344---operon_1083	ST4-74---operon_1662
14028S---operon_339	D23580---operon_350	LT2---operon_336	SL1344---operon_342	ST4-74---operon_353
14028S---operon_2907	D23580---operon_2543	LT2---operon_1316	SL1344---operon_1816	ST4-74---operon_2243
14028S---operon_2224	D23580---operon_1498	LT2---operon_2454	SL1344---operon_2300	ST4-74---operon_904
14028S---operon_65	D23580---operon_79	LT2---operon_66	SL1344---operon_63	ST4-74---operon_70
14028S---operon_1792	D23580---operon_2698	LT2---operon_2070	SL1344---operon_1176	ST4-74---operon_1714
14028S---operon_2349	D23580---operon_1757	LT2---operon_1689	SL1344---operon_1454	ST4-74---operon_2244
14028S---operon_1798	D23580---operon_1404	LT2---operon_1482	SL1344---operon_2104	ST4-74---operon_1094
14028S---operon_512	D23580---operon_534	LT2---operon_523	SL1344---operon_507	ST4-74---operon_535
14028S---operon_851	D23580---operon_2204	LT2---operon_2238	SL1344---operon_1931	ST4-74---operon_1870
14028S---operon_1905	D23580---operon_1883	LT2---operon_1936	SL1344---operon_1671	ST4-74---operon_2280
14028S---operon_2027	D23580---operon_1070	LT2---operon_2083	SL1344---operon_1620	ST4-74---operon_2496
14028S---operon_2007	D23580---operon_2251	LT2---operon_1662	SL1344---operon_2371	ST4-74---operon_1827
14028S---operon_1825	D23580---operon_1521	LT2---operon_827	SL1344---operon_2205	ST4-74---operon_1847
14028S---operon_1456	D23580---operon_2161	LT2---operon_835	SL1344---operon_2718	ST4-74---operon_1010
14028S---operon_1195	D23580---operon_1643	LT2---operon_2389	SL1344---operon_2922	ST4-74---operon_1335
14028S---operon_167	D23580---operon_172	LT2---operon_163	SL1344---operon_161	ST4-74---operon_169
14028S---operon_1243	D23580---operon_1655	LT2---operon_2576	SL1344---operon_2302	ST4-74---operon_1256
14028S---operon_2034	D23580---operon_1392	LT2---operon_2382	SL1344---operon_1459	ST4-74---operon_1068
14028S---operon_2260	D23580---operon_1508	LT2---operon_1768	SL1344---operon_2498	ST4-74---operon_1856
14028S---operon_1339	D23580---operon_1229	LT2---operon_1958	SL1344---operon_856	ST4-74---operon_2270
14028S---operon_1722	D23580---operon_1291	LT2---operon_2322	SL1344---operon_1661	ST4-74---operon_2274
14028S---operon_1154	D23580---operon_1435	LT2---operon_2421	SL1344---operon_2221	ST4-74---operon_870
14028S---operon_2375	D23580---operon_2405	LT2---operon_1421	SL1344---operon_1835	ST4-74---operon_2488
14028S---operon_146	D23580---operon_151	LT2---operon_140	SL1344---operon_140	ST4-74---operon_147
14028S---operon_1181	D23580---operon_949	LT2---operon_1331	SL1344---operon_1814	ST4-74---operon_1939
14028S---operon_2877	D23580---operon_2271	LT2---operon_1467	SL1344---operon_2075	ST4-74---operon_2549
14028S---operon_2274	D23580---operon_2487	LT2---operon_1340	SL1344---operon_2017	ST4-74---operon_2283
14028S---operon_1563	D23580---operon_1365	LT2---operon_1916	SL1344---operon_2399	ST4-74---operon_1494
14028S---operon_1072	D23580---operon_1798	LT2---operon_1848	SL1344---operon_2124	ST4-74---operon_1708
14028S---operon_2222	D23580---operon_1571	LT2---operon_2666	SL1344---operon_1113	ST4-74---operon_2130
14028S---operon_956	D23580---operon_1191	LT2---operon_913	SL1344---operon_1110	ST4-74---operon_2457
14028S---operon_2017	D23580---operon_1262	LT2---operon_2056	SL1344---operon_1445	ST4-74---operon_1398
14028S---operon_823	D23580---operon_2067	LT2---operon_1695	SL1344---operon_2714	ST4-74---operon_2144
14028S---operon_2464	D23580---operon_2720	LT2---operon_853	SL1344---operon_1036	ST4-74---operon_1104
14028S---operon_2778	D23580---operon_1053	LT2---operon_858	SL1344---operon_2401	ST4-74---operon_1417
14028S---operon_1671	D23580---operon_1786	LT2---operon_1949	SL1344---operon_1139	ST4-74---operon_1045
14028S---operon_1310	D23580---operon_948	LT2---operon_1104	SL1344---operon_2940	ST4-74---operon_1610
14028S---operon_2148	D23580---operon_1250	LT2---operon_2262	SL1344---operon_2145	ST4-74---operon_2684
14028S---operon_1064	D23580---operon_1466	LT2---operon_1371	SL1344---operon_1567	ST4-74---operon_2492
14028S---operon_1295	D23580---operon_2033	LT2---operon_2498	SL1344---operon_2422	ST4-74---operon_1182
14028S---operon_2085	D23580---operon_1052	LT2---operon_2573	SL1344---operon_2312	ST4-74---operon_1551
14028S---operon_1669	D23580---operon_2270	LT2---operon_2034	SL1344---operon_1801	ST4-74---operon_1901
14028S---operon_1742	D23580---operon_2622	LT2---operon_1109	SL1344---operon_2570	ST4-74---operon_2506
14028S---operon_2416	D23580---operon_2610	LT2---operon_2724	SL1344---operon_1540	ST4-74---operon_934
14028S---operon_2791	D23580---operon_1964	LT2---operon_2717	SL1344---operon_2144	ST4-74---operon_1621
14028S---operon_364	D23580---operon_375	LT2---operon_364	SL1344---operon_366	ST4-74---operon_380
14028S---operon_1378	D23580---operon_1773	LT2---operon_1288	SL1344---operon_2824	ST4-74---operon_2517
14028S---operon_2330	D23580---operon_1834	LT2---operon_1974	SL1344---operon_1123	ST4-74---operon_899
14028S---operon_2184	D23580---operon_1001	LT2---operon_1264	SL1344---operon_1455	ST4-74---operon_2029
14028S---operon_1597	D23580---operon_2368	LT2---operon_1147	SL1344---operon_1903	ST4-74---operon_2248
14028S---operon_2836	D23580---operon_2016	LT2---operon_2592	SL1344---operon_830	ST4-74---operon_2326
14028S---operon_1937	D23580---operon_2734	LT2---operon_2237	SL1344---operon_1184	ST4-74---operon_1052
14028S---operon_2584	D23580---operon_1770	LT2---operon_1241	SL1344---operon_1629	ST4-74---operon_1285
14028S---operon_1793	D23580---operon_2490	LT2---operon_1844	SL1344---operon_2132	ST4-74---operon_1548
14028S---operon_1363	D23580---operon_2790	LT2---operon_1262	SL1344---operon_1032	ST4-74---operon_2058
14028S---operon_251	D23580---operon_253	LT2---operon_246	SL1344---operon_251	ST4-74---operon_263
14028S---operon_2448	D23580---operon_2059	LT2---operon_1930	SL1344---operon_1582	ST4-74---operon_1603
14028S---operon_1406	D23580---operon_2630	LT2---operon_1564	SL1344---operon_2680	ST4-74---operon_1471
14028S---operon_2228	D23580---operon_1805	LT2---operon_1226	SL1344---operon_1971	ST4-74---operon_1658
14028S---operon_2667	D23580---operon_994	LT2---operon_842	SL1344---operon_1908	ST4-74---operon_1332
14028S---operon_863	D23580---operon_1173	LT2---operon_2078	SL1344---operon_2366	ST4-74---operon_2195
14028S---operon_2898	D23580---operon_1162	LT2---operon_2096	SL1344---operon_1461	ST4-74---operon_1136
14028S---operon_971	D23580---operon_1132	LT2---operon_2562	SL1344---operon_1477	ST4-74---operon_2258
14028S---operon_1389	D23580---operon_2156	LT2---operon_2627	SL1344---operon_881	ST4-74---operon_2510
14028S---operon_816	D23580---operon_1870	LT2---operon_1372	SL1344---operon_2647	ST4-74---operon_2366
14028S---operon_932	D23580---operon_978	LT2---operon_1932	SL1344---operon_2122	ST4-74---operon_1206
14028S---operon_222	D23580---operon_225	LT2---operon_217	SL1344---operon_217	ST4-74---operon_227
14028S---operon_410	D23580---operon_431	LT2---operon_417	SL1344---operon_409	ST4-74---operon_432
14028S---operon_2200	D23580---operon_2497	LT2---operon_2198	SL1344---operon_1934	ST4-74---operon_1192
14028S---operon_781	D23580---operon_812	LT2---operon_801	SL1344---operon_776	ST4-74---operon_826
14028S---operon_774	D23580---operon_804	LT2---operon_793	SL1344---operon_769	ST4-74---operon_818
14028S---operon_1982	D23580---operon_2105	LT2---operon_1917	SL1344---operon_1665	ST4-74---operon_1314
14028S---operon_739	D23580---operon_767	LT2---operon_757	SL1344---operon_737	ST4-74---operon_779
14028S---operon_1260	D23580---operon_1823	LT2---operon_1051	SL1344---operon_846	ST4-74---operon_2103
14028S---operon_862	D23580---operon_1634	LT2---operon_1349	SL1344---operon_2695	ST4-74---operon_1358
14028S---operon_2730	D23580---operon_927	LT2---operon_1519	SL1344---operon_2289	ST4-74---operon_1150
14028S---operon_1945	D23580---operon_2785	LT2---operon_2001	SL1344---operon_1623	ST4-74---operon_2041
14028S---operon_1127	D23580---operon_1528	LT2---operon_900	SL1344---operon_2689	ST4-74---operon_1073
14028S---operon_1282	D23580---operon_2557	LT2---operon_2514	SL1344---operon_1942	ST4-74---operon_2433
14028S---operon_1250	D23580---operon_2620	LT2---operon_1259	SL1344---operon_2833	ST4-74---operon_1427
14028S---operon_1579	D23580---operon_937	LT2---operon_1952	SL1344---operon_2063	ST4-74---operon_2697
14028S---operon_2626	D23580---operon_1974	LT2---operon_2736	SL1344---operon_2245	ST4-74---operon_2455
14028S---operon_2612	D23580---operon_2508	LT2---operon_1118	SL1344---operon_1055	ST4-74---operon_2257
14028S---operon_1263	D23580---operon_1955	LT2---operon_2517	SL1344---operon_885	ST4-74---operon_2294
14028S---operon_1556	D23580---operon_1102	LT2---operon_1928	SL1344---operon_2389	ST4-74---operon_2593
14028S---operon_555	D23580---operon_581	LT2---operon_568	SL1344---operon_548	ST4-74---operon_579
14028S---operon_712	D23580---operon_738	LT2---operon_727	SL1344---operon_714	ST4-74---operon_749
14028S---operon_1167	D23580---operon_1169	LT2---operon_1323	SL1344---operon_1523	ST4-74---operon_2037
14028S---operon_1013	D23580---operon_2577	LT2---operon_1419	SL1344---operon_1723	ST4-74---operon_2602
14028S---operon_1809	D23580---operon_1541	LT2---operon_1899	SL1344---operon_2052	ST4-74---operon_1030
14028S---operon_352	D23580---operon_362	LT2---operon_349	SL1344---operon_354	ST4-74---operon_366
14028S---operon_1220	D23580---operon_1840	LT2---operon_1940	SL1344---operon_2472	ST4-74---operon_2089
14028S---operon_1786	D23580---operon_2252	LT2---operon_1644	SL1344---operon_2686	ST4-74---operon_2581
14028S---operon_2180	D23580---operon_2319	LT2---operon_1857	SL1344---operon_1895	ST4-74---operon_2242
14028S---operon_1796	D23580---operon_2483	LT2---operon_2468	SL1344---operon_2228	ST4-74---operon_2598
14028S---operon_2544	D23580---operon_2623	LT2---operon_2487	SL1344---operon_1468	ST4-74---operon_2612
14028S---operon_1387	D23580---operon_1352	LT2---operon_1387	SL1344---operon_2437	ST4-74---operon_1683
14028S---operon_241	D23580---operon_243	LT2---operon_237	SL1344---operon_241	ST4-74---operon_253
14028S---operon_2695	D23580---operon_1086	LT2---operon_2286	SL1344---operon_930	ST4-74---operon_1961
14028S---operon_879	D23580---operon_1669	LT2---operon_1058	SL1344---operon_1786	ST4-74---operon_2535
14028S---operon_1399	D23580---operon_2355	LT2---operon_832	SL1344---operon_2766	ST4-74---operon_2305
14028S---operon_261	D23580---operon_264	LT2---operon_257	SL1344---operon_262	ST4-74---operon_275
14028S---operon_2050	D23580---operon_2535	LT2---operon_1753	SL1344---operon_2258	ST4-74---operon_2183
14028S---operon_1018	D23580---operon_1820	LT2---operon_1352	SL1344---operon_2488	ST4-74---operon_935
14028S---operon_2449	D23580---operon_1252	LT2---operon_2208	SL1344---operon_3005	ST4-74---operon_932
14028S---operon_707	D23580---operon_734	LT2---operon_722	SL1344---operon_709	ST4-74---operon_743
14028S---operon_1774	D23580---operon_1458	LT2---operon_2538	SL1344---operon_1922	ST4-74---operon_2266
14028S---operon_2581	D23580---operon_1654	LT2---operon_2377	SL1344---operon_2365	ST4-74---operon_927
14028S---operon_2125	D23580---operon_850	LT2---operon_896	SL1344---operon_948	ST4-74---operon_1747
14028S---operon_1525	D23580---operon_1540	LT2---operon_974	SL1344---operon_1197	ST4-74---operon_1701
14028S---operon_2588	D23580---operon_2794	LT2---operon_2127	SL1344---operon_2027	ST4-74---operon_1566
14028S---operon_1954	D23580---operon_1568	LT2---operon_2300	SL1344---operon_2251	ST4-74---operon_1001
14028S---operon_2839	D23580---operon_2434	LT2---operon_1977	SL1344---operon_1063	ST4-74---operon_977
14028S---operon_66	D23580---operon_80	LT2---operon_67	SL1344---operon_64	ST4-74---operon_71
14028S---operon_1161	D23580---operon_2003	LT2---operon_1890	SL1344---operon_1376	ST4-74---operon_1430
14028S---operon_1173	D23580---operon_1763	LT2---operon_2716	SL1344---operon_1593	ST4-74---operon_2070
14028S---operon_2668	D23580---operon_1289	LT2---operon_2401	SL1344---operon_972	ST4-74---operon_2260
14028S---operon_1914	D23580---operon_1539	LT2---operon_2066	SL1344---operon_2178	ST4-74---operon_994
14028S---operon_2055	D23580---operon_1139	LT2---operon_2052	SL1344---operon_2754	ST4-74---operon_2464
14028S---operon_2336	D23580---operon_2717	LT2---operon_2674	SL1344---operon_1298	ST4-74---operon_1361
14028S---operon_2346	D23580---operon_960	LT2---operon_1034	SL1344---operon_1377	ST4-74---operon_2080
14028S---operon_2428	D23580---operon_1956	LT2---operon_2712	SL1344---operon_1638	ST4-74---operon_1758
14028S---operon_2683	D23580---operon_1134	LT2---operon_2225	SL1344---operon_2569	ST4-74---operon_1454
14028S---operon_624	D23580---operon_651	LT2---operon_648	SL1344---operon_632	ST4-74---operon_661
14028S---operon_2239	D23580---operon_2587	LT2---operon_2452	SL1344---operon_1899	ST4-74---operon_1861
14028S---operon_2735	D23580---operon_1918	LT2---operon_2368	SL1344---operon_1124	ST4-74---operon_1351
14028S---operon_1829	D23580---operon_1372	LT2---operon_2461	SL1344---operon_1880	ST4-74---operon_2537
14028S---operon_2510	D23580---operon_2766	LT2---operon_1273	SL1344---operon_2815	ST4-74---operon_1993
14028S---operon_2315	D23580---operon_1660	LT2---operon_1019	SL1344---operon_2088	ST4-74---operon_998
14028S---operon_2141	D23580---operon_1999	LT2---operon_2165	SL1344---operon_2711	ST4-74---operon_1731
14028S---operon_2143	D23580---operon_1510	LT2---operon_2530	SL1344---operon_3002	ST4-74---operon_1005
14028S---operon_1252	D23580---operon_2480	LT2---operon_2183	SL1344---operon_1051	ST4-74---operon_1420
14028S---operon_1834	D23580---operon_2300	LT2---operon_1460	SL1344---operon_1747	ST4-74---operon_1037
14028S---operon_924	D23580---operon_2373	LT2---operon_1111	SL1344---operon_1008	ST4-74---operon_1156
14028S---operon_1242	D23580---operon_1431	LT2---operon_1376	SL1344---operon_2812	ST4-74---operon_1155
14028S---operon_1120	D23580---operon_1706	LT2---operon_881	SL1344---operon_2891	ST4-74---operon_1572
14028S---operon_1520	D23580---operon_1406	LT2---operon_2533	SL1344---operon_1292	ST4-74---operon_2654
14028S---operon_2271	D23580---operon_2154	LT2---operon_2757	SL1344---operon_1668	ST4-74---operon_2453
14028S---operon_988	D23580---operon_1298	LT2---operon_1186	SL1344---operon_2525	ST4-74---operon_2641
14028S---operon_970	D23580---operon_2460	LT2---operon_2457	SL1344---operon_1367	ST4-74---operon_2337
14028S---operon_1348	D23580---operon_2174	LT2---operon_1935	SL1344---operon_2495	ST4-74---operon_1322
14028S---operon_1244	D23580---operon_1605	LT2---operon_1353	SL1344---operon_1333	ST4-74---operon_1586
14028S---operon_2543	D23580---operon_1490	LT2---operon_1864	SL1344---operon_2789	ST4-74---operon_1176
14028S---operon_1054	D23580---operon_959	LT2---operon_1661	SL1344---operon_2593	ST4-74---operon_1353
14028S---operon_314	D23580---operon_321	LT2---operon_309	SL1344---operon_316	ST4-74---operon_329
14028S---operon_1843	D23580---operon_1116	LT2---operon_2654	SL1344---operon_2780	ST4-74---operon_1245
14028S---operon_666	D23580---operon_696	LT2---operon_686	SL1344---operon_669	ST4-74---operon_701
14028S---operon_2521	D23580---operon_2633	LT2---operon_1613	SL1344---operon_1343	ST4-74---operon_2104
14028S---operon_1266	D23580---operon_2320	LT2---operon_2764	SL1344---operon_2662	ST4-74---operon_1965
14028S---operon_215	D23580---operon_218	LT2---operon_209	SL1344---operon_208	ST4-74---operon_219
14028S---operon_1689	D23580---operon_1221	LT2---operon_1344	SL1344---operon_997	ST4-74---operon_858
14028S---operon_2199	D23580---operon_1960	LT2---operon_1927	SL1344---operon_1729	ST4-74---operon_857
14028S---operon_2682	D23580---operon_1799	LT2---operon_1573	SL1344---operon_1126	ST4-74---operon_2550
14028S---operon_1238	D23580---operon_2554	LT2---operon_1265	SL1344---operon_1588	ST4-74---operon_2119
14028S---operon_2429	D23580---operon_2255	LT2---operon_2041	SL1344---operon_1655	ST4-74---operon_1978
14028S---operon_1913	D23580---operon_2026	LT2---operon_2174	SL1344---operon_1487	ST4-74---operon_2469
14028S---operon_886	D23580---operon_1313	LT2---operon_2021	SL1344---operon_1338	ST4-74---operon_2101
14028S---operon_2810	D23580---operon_2489	LT2---operon_1374	SL1344---operon_1246	ST4-74---operon_2053
14028S---operon_1279	D23580---operon_2090	LT2---operon_2371	SL1344---operon_2527	ST4-74---operon_1554
14028S---operon_834	D23580---operon_2051	LT2---operon_2367	SL1344---operon_1958	ST4-74---operon_1832
14028S---operon_1082	D23580---operon_2619	LT2---operon_1981	SL1344---operon_1440	ST4-74---operon_2472
14028S---operon_731	D23580---operon_759	LT2---operon_747	SL1344---operon_729	ST4-74---operon_768
14028S---operon_1438	D23580---operon_1917	LT2---operon_1674	SL1344---operon_1108	ST4-74---operon_2409
14028S---operon_2370	D23580---operon_1065	LT2---operon_2234	SL1344---operon_1024	ST4-74---operon_1511
14028S---operon_1385	D23580---operon_1839	LT2---operon_2253	SL1344---operon_1834	ST4-74---operon_2573
14028S---operon_2147	D23580---operon_1847	LT2---operon_1832	SL1344---operon_1771	ST4-74---operon_1007
14028S---operon_998	D23580---operon_2135	LT2---operon_1866	SL1344---operon_1587	ST4-74---operon_876
14028S---operon_2577	D23580---operon_944	LT2---operon_2264	SL1344---operon_1874	ST4-74---operon_1020
14028S---operon_899	D23580---operon_981	LT2---operon_1840	SL1344---operon_1535	ST4-74---operon_2553
14028S---operon_820	D23580---operon_2528	LT2---operon_2255	SL1344---operon_2226	ST4-74---operon_1966
14028S---operon_2514	D23580---operon_1077	LT2---operon_1550	SL1344---operon_814	ST4-74---operon_952
14028S---operon_1957	D23580---operon_1621	LT2---operon_1221	SL1344---operon_969	ST4-74---operon_1349
14028S---operon_1118	D23580---operon_2423	LT2---operon_2524	SL1344---operon_918	ST4-74---operon_2159
14028S---operon_1873	D23580---operon_947	LT2---operon_2447	SL1344---operon_876	ST4-74---operon_2110
14028S---operon_252	D23580---operon_254	LT2---operon_247	SL1344---operon_252	ST4-74---operon_264
14028S---operon_2669	D23580---operon_1628	LT2---operon_1299	SL1344---operon_2049	ST4-74---operon_1564
14028S---operon_2379	D23580---operon_2662	LT2---operon_1688	SL1344---operon_1053	ST4-74---operon_2320
14028S---operon_2468	D23580---operon_957	LT2---operon_1053	SL1344---operon_1373	ST4-74---operon_2686
14028S---operon_1213	D23580---operon_1728	LT2---operon_2535	SL1344---operon_807	ST4-74---operon_1794
14028S---operon_1376	D23580---operon_1987	LT2---operon_1800	SL1344---operon_1327	ST4-74---operon_2160
14028S---operon_1075	D23580---operon_1439	LT2---operon_2747	SL1344---operon_1469	ST4-74---operon_2133
14028S---operon_859	D23580---operon_952	LT2---operon_2557	SL1344---operon_2969	ST4-74---operon_2412
14028S---operon_363	D23580---operon_374	LT2---operon_363	SL1344---operon_365	ST4-74---operon_379
14028S---operon_2673	D23580---operon_1683	LT2---operon_1266	SL1344---operon_1188	ST4-74---operon_2178
14028S---operon_479	D23580---operon_500	LT2---operon_490	SL1344---operon_475	ST4-74---operon_502
14028S---operon_2554	D23580---operon_871	LT2---operon_2061	SL1344---operon_1793	ST4-74---operon_1477
14028S---operon_1862	D23580---operon_1808	LT2---operon_1538	SL1344---operon_2648	ST4-74---operon_1328
14028S---operon_1084	D23580---operon_869	LT2---operon_2212	SL1344---operon_3013	ST4-74---operon_2588
14028S---operon_2002	D23580---operon_1287	LT2---operon_2669	SL1344---operon_2565	ST4-74---operon_1618
14028S---operon_2817	D23580---operon_1282	LT2---operon_1839	SL1344---operon_2748	ST4-74---operon_1821
14028S---operon_2306	D23580---operon_940	LT2---operon_1113	SL1344---operon_1811	ST4-74---operon_2327
14028S---operon_488	D23580---operon_508	LT2---operon_498	SL1344---operon_484	ST4-74---operon_511
14028S---operon_2409	D23580---operon_1732	LT2---operon_952	SL1344---operon_2550	ST4-74---operon_1853
14028S---operon_172	D23580---operon_179	LT2---operon_170	SL1344---operon_167	ST4-74---operon_177
