14028S	D23580	LT2	SL1344	ST4-74
STM14_RS13015	D5R57_RS13085	STM2360	SL1344_RS12110	STM474_RS12110
STM14_RS13010	D5R57_RS13080	STM2359	SL1344_RS12105	STM474_RS12105
STM14_RS13005	D5R57_RS13075	STM2358	SL1344_RS12100	STM474_RS12100
STM14_RS13000	D5R57_RS13070	STM2357	SL1344_RS12095	STM474_RS12095
STM14_RS12995	D5R57_RS13065	STM2356	SL1344_RS12090	STM474_RS12090
STM14_RS12990	D5R57_RS13055	STM2355	SL1344_RS12085	STM474_RS12085
STM14_RS12985	D5R57_RS13050	STM2354	SL1344_RS12080	STM474_RS12080
STM14_RS12980	D5R57_RS13045	STM2353	SL1344_RS12075	STM474_RS12075
STM14_RS12975	D5R57_RS13040	STM2352	SL1344_RS12070	STM474_RS12070
STM14_RS12970	D5R57_RS13035	STM2351	SL1344_RS12065	STM474_RS12065
STM14_RS12955	D5R57_RS13020	STM2348	SL1344_RS12050	STM474_RS12050
STM14_RS12950	D5R57_RS13015	STM2347	SL1344_RS12045	STM474_RS12045
STM14_RS12945	D5R57_RS13010	STM2346	SL1344_RS12040	STM474_RS12040
STM14_RS12930	D5R57_RS12995	STM2344	SL1344_RS12025	STM474_RS12025
STM14_RS12925	D5R57_RS12990	STM2343	SL1344_RS12020	STM474_RS12020
STM14_RS12920	D5R57_RS12985	STM2342	SL1344_RS12015	STM474_RS12015
STM14_RS12915	D5R57_RS12980	STM2341	SL1344_RS12010	STM474_RS12010
STM14_RS12910	D5R57_RS12975	STM2340	SL1344_RS12005	STM474_RS12005
STM14_RS12890	D5R57_RS12955	STM2336	SL1344_RS11985	STM474_RS11985
STM14_RS12885	D5R57_RS12950	STM2335	SL1344_RS11980	STM474_RS11980
STM14_RS12880	D5R57_RS12945	STM2334	SL1344_RS11975	STM474_RS11975
STM14_RS12875	D5R57_RS12940	STM2333	SL1344_RS11970	STM474_RS11970
STM14_RS12860	D5R57_RS12915	STM2330	SL1344_RS11955	STM474_RS11955
STM14_RS12855	D5R57_RS12910	STM2329	SL1344_RS11950	STM474_RS11950
STM14_RS12850	D5R57_RS12905	STM2328	SL1344_RS11945	STM474_RS11945
STM14_RS12845	D5R57_RS12900	STM2327	SL1344_RS11940	STM474_RS11940
STM14_RS12840	D5R57_RS12895	STM2326	SL1344_RS11935	STM474_RS11935
STM14_RS12835	D5R57_RS12890	STM2325	SL1344_RS11930	STM474_RS11930
STM14_RS12830	D5R57_RS12885	STM2324	SL1344_RS11925	STM474_RS11925
STM14_RS12825	D5R57_RS12880	STM2323	SL1344_RS11920	STM474_RS11920
STM14_RS12820	D5R57_RS12875	STM2322	SL1344_RS11915	STM474_RS11915
STM14_RS12815	D5R57_RS12870	STM2321	SL1344_RS11910	STM474_RS11910
STM14_RS12810	D5R57_RS12865	STM2320	SL1344_RS11905	STM474_RS11905
STM14_RS12805	D5R57_RS12860	STM2319	SL1344_RS11900	STM474_RS11900
STM14_RS12800	D5R57_RS12855	STM2318	SL1344_RS11895	STM474_RS11895
STM14_RS12795	D5R57_RS12845	STM2317	SL1344_RS11890	STM474_RS11890
STM14_RS12785	D5R57_RS12830	STM2315	SL1344_RS11880	STM474_RS11880
STM14_RS12770	D5R57_RS12815	STM2312	SL1344_RS11865	STM474_RS11865
STM14_RS12765	D5R57_RS12810	STM2311	SL1344_RS11860	STM474_RS11860
STM14_RS12760	D5R57_RS12805	STM2310	SL1344_RS11855	STM474_RS11855
STM14_RS12755	D5R57_RS12800	STM2309	SL1344_RS11850	STM474_RS11850
STM14_RS12750	D5R57_RS12795	STM2308	SL1344_RS11845	STM474_RS11845
STM14_RS12745	D5R57_RS12790	STM2307	SL1344_RS11840	STM474_RS11840
STM14_RS12740	D5R57_RS12785	STM2306	SL1344_RS11835	STM474_RS11835
STM14_RS12735	D5R57_RS12780	STM2305	SL1344_RS11830	STM474_RS11830
STM14_RS12730	D5R57_RS12775	STM2304	SL1344_RS11825	STM474_RS11825
STM14_RS12690	D5R57_RS12735	STM2296	SL1344_RS11785	STM474_RS11785
STM14_RS12675	D5R57_RS12720	STM2293	SL1344_RS11770	STM474_RS11770
STM14_RS12670	D5R57_RS12715	STM2292	SL1344_RS11765	STM474_RS11765
STM14_RS12665	D5R57_RS12710	STM2291	SL1344_RS11760	STM474_RS11760
STM14_RS12660	D5R57_RS12705	STM2290	SL1344_RS11755	STM474_RS11755
STM14_RS12655	D5R57_RS12700	STM2289	SL1344_RS11750	STM474_RS11750
STM14_RS26085	D5R57_RS12695	STM2288	SL1344_RS26725	STM474_RS26705
STM14_RS12625	D5R57_RS12665	STM2283	SL1344_RS11720	STM474_RS11720
STM14_RS12620	D5R57_RS12660	STM2282	SL1344_RS11715	STM474_RS11715
STM14_RS12610	D5R57_RS12650	STM2280	SL1344_RS11705	STM474_RS11705
STM14_RS12580	D5R57_RS12620	STM2274	SL1344_RS11675	STM474_RS11675
STM14_RS12575	D5R57_RS12615	STM2273	SL1344_RS11670	STM474_RS11670
STM14_RS12570	D5R57_RS12605	STM2272	SL1344_RS11665	STM474_RS11665
STM14_RS12565	D5R57_RS12600	STM2271	SL1344_RS11660	STM474_RS11660
STM14_RS12550	D5R57_RS12585	STM2267	SL1344_RS11645	STM474_RS11645
STM14_RS12545	D5R57_RS12580	STM2266	SL1344_RS11640	STM474_RS11640
STM14_RS12540	D5R57_RS12575	STM2265	SL1344_RS11635	STM474_RS11635
STM14_RS12535	D5R57_RS12570	STM2264	SL1344_RS11630	STM474_RS11630
STM14_RS12530	D5R57_RS12565	STM2263	SL1344_RS11625	STM474_RS11625
STM14_RS12520	D5R57_RS12555	STM2261	SL1344_RS11615	STM474_RS11615
STM14_RS12515	D5R57_RS12550	STM2260	SL1344_RS11610	STM474_RS11610
STM14_RS12510	D5R57_RS12545	STM2259	SL1344_RS11605	STM474_RS11605
STM14_RS12505	D5R57_RS12540	STM2258	SL1344_RS11600	STM474_RS11600
STM14_RS12500	D5R57_RS12535	STM2257	SL1344_RS11595	STM474_RS11595
STM14_RS12495	D5R57_RS12525	STM2256	SL1344_RS11590	STM474_RS11590
STM14_RS12490	D5R57_RS12520	STM2255	SL1344_RS11585	STM474_RS11585
STM14_RS12440	D5R57_RS12465	STM2245	SL1344_RS11535	STM474_RS11535
STM14_RS12430	D5R57_RS12455	STM2243	SL1344_RS11525	STM474_RS11525
STM14_RS26075	D5R57_RS12450	STM2242	SL1344_RS26715	STM474_RS26695
STM14_RS12420	D5R57_RS12445	STM2241	SL1344_RS11515	STM474_RS11515
STM14_RS12410	D5R57_RS12435	STM2240	SL1344_RS11505	STM474_RS11505
STM14_RS12405	D5R57_RS12430	STM2239	SL1344_RS11500	STM474_RS11500
STM14_RS12395	D5R57_RS12420	STM2237	SL1344_RS11490	STM474_RS11490
STM14_RS12385	D5R57_RS12405	STM2235	SL1344_RS11480	STM474_RS11480
STM14_RS12380	D5R57_RS12400	STM2234	SL1344_RS11475	STM474_RS11475
STM14_RS12375	D5R57_RS12395	STM2233	SL1344_RS11470	STM474_RS11470
STM14_RS12360	D5R57_RS12375	STM2230	SL1344_RS11455	STM474_RS11455
STM14_RS12340	D5R57_RS12355	STM2226	SL1344_RS11435	STM474_RS11435
STM14_RS12335	D5R57_RS12350	STM2225	SL1344_RS11430	STM474_RS11430
STM14_RS12320	D5R57_RS12335	STM2222	SL1344_RS11415	STM474_RS11415
STM14_RS12315	D5R57_RS12330	STM2221	SL1344_RS11410	STM474_RS11410
STM14_RS12305	D5R57_RS12325	STM2220	SL1344_RS11400	STM474_RS11400
STM14_RS12250	D5R57_RS12260	STM2209	SL1344_RS11345	STM474_RS11345
STM14_RS12245	D5R57_RS12255	STM2208	SL1344_RS11340	STM474_RS11340
STM14_RS12235	D5R57_RS12245	STM2206	SL1344_RS11330	STM474_RS11330
STM14_RS12230	D5R57_RS12240	STM2205	SL1344_RS11325	STM474_RS11325
STM14_RS12225	D5R57_RS12235	STM2204	SL1344_RS11320	STM474_RS11320
STM14_RS12210	D5R57_RS12220	STM2201	SL1344_RS11305	STM474_RS11305
STM14_RS12205	D5R57_RS12215	STM2200	SL1344_RS11300	STM474_RS11300
STM14_RS12200	D5R57_RS12205	STM2199	SL1344_RS11295	STM474_RS11295
STM14_RS12185	D5R57_RS12190	STM2196	SL1344_RS11280	STM474_RS11280
STM14_RS12180	D5R57_RS12185	STM2195	SL1344_RS11275	STM474_RS11275
STM14_RS12170	D5R57_RS12170	STM2193	SL1344_RS11265	STM474_RS11265
STM14_RS12165	D5R57_RS12165	STM2192	SL1344_RS11260	STM474_RS11260
STM14_RS12160	D5R57_RS12160	STM2191	SL1344_RS11255	STM474_RS11255
STM14_RS12155	D5R57_RS12155	STM2190	SL1344_RS11250	STM474_RS11250
STM14_RS12150	D5R57_RS12150	STM2189	SL1344_RS11245	STM474_RS11245
STM14_RS12145	D5R57_RS12145	STM2188	SL1344_RS11240	STM474_RS11240
STM14_RS12100	D5R57_RS12100	STM2179	SL1344_RS11195	STM474_RS11195
STM14_RS12095	D5R57_RS12095	STM2178	SL1344_RS11190	STM474_RS11190
STM14_RS12090	D5R57_RS12090	STM2177	SL1344_RS11185	STM474_RS11185
STM14_RS12085	D5R57_RS12085	STM2176	SL1344_RS11180	STM474_RS11180
STM14_RS12080	D5R57_RS12080	STM2175	SL1344_RS11175	STM474_RS11175
STM14_RS12075	D5R57_RS12075	STM2174	SL1344_RS11170	STM474_RS11170
STM14_RS12070	D5R57_RS12065	STM2172	SL1344_RS11165	STM474_RS11165
STM14_RS12065	D5R57_RS12060	STM2171	SL1344_RS11160	STM474_RS11160
STM14_RS12055	D5R57_RS12050	STM2169	SL1344_RS11150	STM474_RS11150
STM14_RS12050	D5R57_RS12040	STM2168	SL1344_RS11145	STM474_RS11145
STM14_RS12040	D5R57_RS12030	STM2166	SL1344_RS11135	STM474_RS11135
STM14_RS12035	D5R57_RS12025	STM2165	SL1344_RS11130	STM474_RS11130
STM14_RS12030	D5R57_RS12020	STM2164	SL1344_RS11125	STM474_RS11125
STM14_RS12025	D5R57_RS12015	STM2163	SL1344_RS11120	STM474_RS11120
STM14_RS12020	D5R57_RS12010	STM2162	SL1344_RS11115	STM474_RS11115
STM14_RS12005	D5R57_RS11995	STM2159	SL1344_RS11100	STM474_RS11100
STM14_RS12000	D5R57_RS11990	STM2158	SL1344_RS11095	STM474_RS11095
STM14_RS11995	D5R57_RS11985	STM2157	SL1344_RS11090	STM474_RS11090
STM14_RS11975	D5R57_RS11965	STM2154	SL1344_RS11070	STM474_RS11070
STM14_RS11970	D5R57_RS11960	STM2153	SL1344_RS11065	STM474_RS11065
STM14_RS11965	D5R57_RS11955	STM2152	SL1344_RS11060	STM474_RS11060
STM14_RS11960	D5R57_RS11950	STM2151	SL1344_RS11055	STM474_RS11055
STM14_RS11955	D5R57_RS11945	STM2150	SL1344_RS11050	STM474_RS11050
STM14_RS11950	D5R57_RS11940	STM2149	SL1344_RS11045	STM474_RS11045
STM14_RS11940	D5R57_RS11930	STM2147	SL1344_RS11035	STM474_RS11035
STM14_RS11935	D5R57_RS11925	STM2146	SL1344_RS11030	STM474_RS11030
STM14_RS11930	D5R57_RS11920	STM2145	SL1344_RS11025	STM474_RS11025
STM14_RS11910	D5R57_RS11900	STM2141	SL1344_RS11005	STM474_RS11005
STM14_RS11895	D5R57_RS11890	STM2139	SL1344_RS10990	STM474_RS10990
STM14_RS11890	D5R57_RS11885	STM2138	SL1344_RS10985	STM474_RS10985
STM14_RS11825	D5R57_RS11805	STM2124	SL1344_RS10920	STM474_RS10920
STM14_RS11815	D5R57_RS11795	STM2122	SL1344_RS10910	STM474_RS10910
STM14_RS11810	D5R57_RS11790	STM2121	SL1344_RS10905	STM474_RS10905
STM14_RS11805	D5R57_RS11785	STM2120	SL1344_RS10900	STM474_RS10900
STM14_RS11795	D5R57_RS11770	STM2118	SL1344_RS10890	STM474_RS10890
STM14_RS11790	D5R57_RS11765	STM2117	SL1344_RS10885	STM474_RS10885
STM14_RS11785	D5R57_RS11760	STM2116	SL1344_RS10880	STM474_RS10880
STM14_RS11780	D5R57_RS11755	STM2115	SL1344_RS10875	STM474_RS10875
STM14_RS11775	D5R57_RS11750	STM2114	SL1344_RS10870	STM474_RS10870
STM14_RS11770	D5R57_RS11745	STM2113	SL1344_RS10865	STM474_RS10865
STM14_RS11765	D5R57_RS11740	STM2112	SL1344_RS10860	STM474_RS10860
STM14_RS11760	D5R57_RS11735	STM2111	SL1344_RS10855	STM474_RS10855
STM14_RS11755	D5R57_RS11730	STM2110	SL1344_RS10850	STM474_RS10850
STM14_RS11750	D5R57_RS11725	STM2109	SL1344_RS10845	STM474_RS10845
STM14_RS11745	D5R57_RS11720	STM2108	SL1344_RS10840	STM474_RS10840
STM14_RS11740	D5R57_RS11715	STM2107	SL1344_RS10835	STM474_RS10835
STM14_RS11735	D5R57_RS11710	STM2106	SL1344_RS10830	STM474_RS10830
STM14_RS11730	D5R57_RS11705	STM2105	SL1344_RS10825	STM474_RS10825
STM14_RS11725	D5R57_RS11700	STM2104	SL1344_RS10820	STM474_RS10820
STM14_RS11720	D5R57_RS11695	STM2103	SL1344_RS10815	STM474_RS10815
STM14_RS11715	D5R57_RS11690	STM2102	SL1344_RS10810	STM474_RS10810
STM14_RS11710	D5R57_RS11685	STM2101	SL1344_RS10805	STM474_RS10805
STM14_RS11705	D5R57_RS11680	STM2100	SL1344_RS10800	STM474_RS10800
STM14_RS11700	D5R57_RS11675	STM2099	SL1344_RS10795	STM474_RS10795
STM14_RS11695	D5R57_RS11670	STM2098	SL1344_RS10790	STM474_RS10790
STM14_RS11690	D5R57_RS11665	STM2097	SL1344_RS10785	STM474_RS10785
STM14_RS11685	D5R57_RS11660	STM2096	SL1344_RS10780	STM474_RS10780
STM14_RS11680	D5R57_RS11655	STM2095	SL1344_RS10775	STM474_RS10775
STM14_RS11675	D5R57_RS11650	STM2094	SL1344_RS10770	STM474_RS10770
STM14_RS11670	D5R57_RS11645	STM2093	SL1344_RS10765	STM474_RS10765
STM14_RS11665	D5R57_RS11640	STM2092	SL1344_RS10760	STM474_RS10760
STM14_RS11660	D5R57_RS11635	STM2091	SL1344_RS10755	STM474_RS10755
STM14_RS11655	D5R57_RS11630	STM2090	SL1344_RS10750	STM474_RS10750
STM14_RS11650	D5R57_RS11625	STM2089	SL1344_RS10745	STM474_RS10745
STM14_RS11645	D5R57_RS11620	STM2088	SL1344_RS10740	STM474_RS10740
STM14_RS11640	D5R57_RS11615	STM2087	SL1344_RS10735	STM474_RS10735
STM14_RS11635	D5R57_RS11610	STM2086	SL1344_RS10730	STM474_RS10730
STM14_RS11630	D5R57_RS11605	STM2085	SL1344_RS10725	STM474_RS10725
STM14_RS11625	D5R57_RS11600	STM2084	SL1344_RS10720	STM474_RS10720
STM14_RS11620	D5R57_RS11595	STM2083	SL1344_RS10715	STM474_RS10715
STM14_RS11615	D5R57_RS11590	STM2082	SL1344_RS10710	STM474_RS10710
STM14_RS11610	D5R57_RS11585	STM2081	SL1344_RS10705	STM474_RS10705
STM14_RS11605	D5R57_RS11575	STM2080	SL1344_RS10700	STM474_RS10700
STM14_RS11600	D5R57_RS11570	STM2079	SL1344_RS10695	STM474_RS10695
STM14_RS11555	D5R57_RS11520	STM2070	SL1344_RS10650	STM474_RS10650
STM14_RS11550	D5R57_RS11515	STM2069	SL1344_RS10645	STM474_RS10645
STM14_RS11545	D5R57_RS11505	STM2068	SL1344_RS10640	STM474_RS10640
STM14_RS11530	D5R57_RS11480	STM2065	SL1344_RS10625	STM474_RS10625
STM14_RS11525	D5R57_RS11475	STM2064	SL1344_RS10620	STM474_RS10620
STM14_RS11520	D5R57_RS11470	STM2063	SL1344_RS10615	STM474_RS10615
STM14_RS11515	D5R57_RS11465	STM2062	SL1344_RS10610	STM474_RS10610
STM14_RS11510	D5R57_RS11460	STM2061	SL1344_RS10605	STM474_RS10605
STM14_RS11505	D5R57_RS11450	STM2060	SL1344_RS10600	STM474_RS10600
STM14_RS11500	D5R57_RS11445	STM2059	SL1344_RS10595	STM474_RS10595
STM14_RS11390	D5R57_RS11335	STM2037	SL1344_RS10485	STM474_RS10485
STM14_RS11385	D5R57_RS11330	STM2036	SL1344_RS10480	STM474_RS10480
STM14_RS11380	D5R57_RS11325	STM2035	SL1344_RS10475	STM474_RS10475
STM14_RS11375	D5R57_RS11320	STM2034	SL1344_RS10470	STM474_RS10470
STM14_RS11370	D5R57_RS11315	STM2033	SL1344_RS10465	STM474_RS10465
STM14_RS11365	D5R57_RS11310	STM2032	SL1344_RS10460	STM474_RS10460
STM14_RS11360	D5R57_RS11305	STM2031	SL1344_RS10455	STM474_RS10455
STM14_RS11355	D5R57_RS11300	STM2030	SL1344_RS10450	STM474_RS10450
STM14_RS11350	D5R57_RS11295	STM2029	SL1344_RS10445	STM474_RS10445
STM14_RS11345	D5R57_RS11290	STM2028	SL1344_RS10440	STM474_RS10440
STM14_RS11340	D5R57_RS11285	STM2027	SL1344_RS10435	STM474_RS10435
STM14_RS11335	D5R57_RS11280	STM2026	SL1344_RS10430	STM474_RS10430
STM14_RS11330	D5R57_RS11275	STM2025	SL1344_RS10425	STM474_RS10425
STM14_RS11325	D5R57_RS11270	STM2024	SL1344_RS10420	STM474_RS10420
STM14_RS11320	D5R57_RS11265	STM2023	SL1344_RS10415	STM474_RS10415
STM14_RS11315	D5R57_RS11260	STM2022	SL1344_RS10410	STM474_RS10410
STM14_RS11310	D5R57_RS11255	STM2021	SL1344_RS10405	STM474_RS10405
STM14_RS11305	D5R57_RS11250	STM2020	SL1344_RS10400	STM474_RS10400
STM14_RS11300	D5R57_RS11245	STM2019	SL1344_RS10395	STM474_RS10395
STM14_RS11295	D5R57_RS11240	STM2018	SL1344_RS10390	STM474_RS10390
STM14_RS11290	D5R57_RS11235	STM2017	SL1344_RS10385	STM474_RS10385
STM14_RS11285	D5R57_RS11230	STM2016	SL1344_RS10380	STM474_RS10380
STM14_RS11280	D5R57_RS11225	STM2015	SL1344_RS10375	STM474_RS10375
STM14_RS11265	D5R57_RS11215	STM2013	SL1344_RS10360	STM474_RS10360
STM14_RS11245	D5R57_RS11195	STM2011	SL1344_RS10340	STM474_RS10340
STM14_RS11235	D5R57_RS11185	STM2009	SL1344_RS10330	STM474_RS10330
STM14_RS11055	D5R57_RS10980	STM0906	SL1344_RS10150	STM474_RS10150
STM14_RS11050	D5R57_RS10975	STM0907	SL1344_RS10145	STM474_RS10145
STM14_RS11045	D5R57_RS10970	STM0908	SL1344_RS10140	STM474_RS10140
STM14_RS10900	D5R57_RS10805	STM1999	SL1344_RS09995	STM474_RS09995
STM14_RS10895	D5R57_RS10800	STM1998	SL1344_RS09990	STM474_RS09990
STM14_RS10890	D5R57_RS10795	STM1997	SL1344_RS09985	STM474_RS09985
STM14_RS10885	D5R57_RS10790	STM1996	SL1344_RS09980	STM474_RS09980
STM14_RS10875	D5R57_RS10775	STM1994	SL1344_RS09970	STM474_RS09970
STM14_RS10870	D5R57_RS10770	STM1993	SL1344_RS09965	STM474_RS09965
STM14_RS10865	D5R57_RS10765	STM1992	SL1344_RS09960	STM474_RS09960
STM14_RS10860	D5R57_RS10760	STM1991	SL1344_RS09955	STM474_RS09955
STM14_RS10850	D5R57_RS10750	STM1989	SL1344_RS09945	STM474_RS09945
STM14_RS10840	D5R57_RS10740	STM1987	SL1344_RS09935	STM474_RS09935
STM14_RS10750	D5R57_RS10650	STM1968	SL1344_RS09845	STM474_RS09845
STM14_RS10730	D5R57_RS10630	STM1964	SL1344_RS09825	STM474_RS09825
STM14_RS10700	D5R57_RS10600	STM1958	SL1344_RS09795	STM474_RS09795
STM14_RS10690	D5R57_RS10585	STM1956	SL1344_RS09785	STM474_RS09785
STM14_RS10685	D5R57_RS10580	STM1955	SL1344_RS09780	STM474_RS09780
STM14_RS10680	D5R57_RS10575	STM1954	SL1344_RS09775	STM474_RS09775
STM14_RS10675	D5R57_RS10570	STM1953	SL1344_RS09770	STM474_RS09770
STM14_RS10670	D5R57_RS10565	STM1952	SL1344_RS09765	STM474_RS09765
STM14_RS10665	D5R57_RS10560	STM1951	SL1344_RS09760	STM474_RS09760
STM14_RS10660	D5R57_RS10555	STM1950	SL1344_RS09755	STM474_RS09755
STM14_RS10645	D5R57_RS10540	STM1947	SL1344_RS09740	STM474_RS09740
STM14_RS10640	D5R57_RS10535	STM1946	SL1344_RS09735	STM474_RS09735
STM14_RS10635	D5R57_RS10530	STM1945	SL1344_RS09730	STM474_RS09730
STM14_RS10615	D5R57_RS10510	STM1941	SL1344_RS09710	STM474_RS09710
STM14_RS10605	D5R57_RS10500	STM1939	SL1344_RS09700	STM474_RS09700
STM14_RS10600	D5R57_RS10495	STM1938	SL1344_RS09695	STM474_RS09695
STM14_RS10590	D5R57_RS10485	STM1936	SL1344_RS09685	STM474_RS09685
STM14_RS10575	D5R57_RS10470	STM1933	SL1344_RS09670	STM474_RS09670
STM14_RS10565	D5R57_RS10460	STM1931	SL1344_RS09660	STM474_RS09660
STM14_RS10555	D5R57_RS10450	STM1929	SL1344_RS09650	STM474_RS09650
STM14_RS10550	D5R57_RS10445	STM1928	SL1344_RS09645	STM474_RS09645
STM14_RS10535	D5R57_RS10430	STM1925	SL1344_RS09630	STM474_RS09630
STM14_RS10530	D5R57_RS10425	STM1924	SL1344_RS09625	STM474_RS09625
STM14_RS10525	D5R57_RS10420	STM1923	SL1344_RS09620	STM474_RS09620
STM14_RS10520	D5R57_RS10415	STM1922	SL1344_RS09615	STM474_RS09615
STM14_RS10515	D5R57_RS10410	STM1921	SL1344_RS09610	STM474_RS09610
STM14_RS10510	D5R57_RS10405	STM1920	SL1344_RS09605	STM474_RS09605
STM14_RS10505	D5R57_RS10400	STM1919	SL1344_RS09600	STM474_RS09600
STM14_RS10500	D5R57_RS10395	STM1918	SL1344_RS09595	STM474_RS09595
STM14_RS10495	D5R57_RS10390	STM1917	SL1344_RS09590	STM474_RS09590
STM14_RS10490	D5R57_RS10385	STM1916	SL1344_RS09585	STM474_RS09585
STM14_RS10485	D5R57_RS10380	STM1915	SL1344_RS09580	STM474_RS09580
STM14_RS10480	D5R57_RS10375	STM1914	SL1344_RS09575	STM474_RS09575
STM14_RS10475	D5R57_RS10370	STM1913	SL1344_RS09570	STM474_RS09570
STM14_RS10470	D5R57_RS10365	STM1912	SL1344_RS09565	STM474_RS09565
STM14_RS10465	D5R57_RS10360	STM1911	SL1344_RS09560	STM474_RS09560
STM14_RS10450	D5R57_RS10345	STM1908	SL1344_RS09545	STM474_RS09545
STM14_RS10445	D5R57_RS10340	STM1907	SL1344_RS09540	STM474_RS09540
STM14_RS10415	D5R57_RS10305	STM1901	SL1344_RS09510	STM474_RS09510
STM14_RS10410	D5R57_RS10300	STM1900	SL1344_RS09505	STM474_RS09505
STM14_RS10405	D5R57_RS10295	STM1899	SL1344_RS09500	STM474_RS09500
STM14_RS10400	D5R57_RS10290	STM1898	SL1344_RS09495	STM474_RS09495
STM14_RS10385	D5R57_RS10270	STM1895	SL1344_RS09480	STM474_RS09480
STM14_RS10380	D5R57_RS10265	STM1894	SL1344_RS09475	STM474_RS09475
STM14_RS10365	D5R57_RS10250	STM1891	SL1344_RS09460	STM474_RS09460
STM14_RS10360	D5R57_RS10245	STM1890	SL1344_RS09455	STM474_RS09455
STM14_RS10355	D5R57_RS10235	STM1889	SL1344_RS09450	STM474_RS09450
STM14_RS10340	D5R57_RS10215	STM1886	SL1344_RS09435	STM474_RS09435
STM14_RS10335	D5R57_RS10210	STM1885	SL1344_RS09430	STM474_RS09430
STM14_RS10330	D5R57_RS10205	STM1884	SL1344_RS09425	STM474_RS09425
STM14_RS10320	D5R57_RS10195	STM1882	SL1344_RS09415	STM474_RS09415
STM14_RS10315	D5R57_RS10190	STM1881	SL1344_RS09410	STM474_RS09410
STM14_RS10310	D5R57_RS10185	STM1880	SL1344_RS09405	STM474_RS09405
STM14_RS10305	D5R57_RS10180	STM1879	SL1344_RS09400	STM474_RS09400
STM14_RS10285	D5R57_RS10160	STM1875	SL1344_RS09380	STM474_RS09380
STM14_RS10280	D5R57_RS10155	STM1874	SL1344_RS09375	STM474_RS09375
STM14_RS10275	D5R57_RS10150	STM1873	SL1344_RS09370	STM474_RS09370
STM14_RS10185	D5R57_RS10115	STM1857	SL1344_RS09280	STM474_RS09280
STM14_RS10170	D5R57_RS10100	STM1855	SL1344_RS09265	STM474_RS09265
STM14_RS10165	D5R57_RS10095	STM1854	SL1344_RS09260	STM474_RS09260
STM14_RS10160	D5R57_RS10090	STM1853	SL1344_RS09255	STM474_RS09255
STM14_RS10125	D5R57_RS10055	STM1846	SL1344_RS09220	STM474_RS09220
STM14_RS10120	D5R57_RS10050	STM1845	SL1344_RS09215	STM474_RS09215
STM14_RS10115	D5R57_RS10045	STM1844	SL1344_RS09210	STM474_RS09210
STM14_RS10105	D5R57_RS10035	STM1842	SL1344_RS09200	STM474_RS09200
STM14_RS10095	D5R57_RS10025	STM1840	SL1344_RS09190	STM474_RS09190
STM14_RS10090	D5R57_RS10020	STM1839	SL1344_RS09185	STM474_RS09185
STM14_RS10085	D5R57_RS10015	STM1838	SL1344_RS09180	STM474_RS09180
STM14_RS10080	D5R57_RS10010	STM1837	SL1344_RS09175	STM474_RS09175
STM14_RS10075	D5R57_RS10005	STM1836	SL1344_RS09170	STM474_RS09170
STM14_RS10070	D5R57_RS10000	STM1835	SL1344_RS09165	STM474_RS09165
STM14_RS10035	D5R57_RS09960	STM1828	SL1344_RS09130	STM474_RS09130
STM14_RS10010	D5R57_RS09935	STM1823	SL1344_RS09105	STM474_RS09105
STM14_RS10000	D5R57_RS09925	STM1821	SL1344_RS09095	STM474_RS09095
STM14_RS09995	D5R57_RS09920	STM1820	SL1344_RS09090	STM474_RS09090
STM14_RS09990	D5R57_RS09915	STM1819	SL1344_RS09085	STM474_RS09085
STM14_RS09985	D5R57_RS09905	STM1818	SL1344_RS09080	STM474_RS09080
STM14_RS09975	D5R57_RS09890	STM1817	SL1344_RS09070	STM474_RS09070
STM14_RS09950	D5R57_RS09865	STM1812	SL1344_RS09045	STM474_RS09045
STM14_RS09945	D5R57_RS09860	STM1811	SL1344_RS09040	STM474_RS09040
STM14_RS09940	D5R57_RS09855	STM1810	SL1344_RS09035	STM474_RS09035
STM14_RS09935	D5R57_RS09850	STM1809	SL1344_RS09030	STM474_RS09030
STM14_RS09915	D5R57_RS09830	STM1805	SL1344_RS09010	STM474_RS09010
STM14_RS09905	D5R57_RS09820	STM1803	SL1344_RS09000	STM474_RS09000
STM14_RS09900	D5R57_RS09815	STM1802	SL1344_RS08995	STM474_RS08995
STM14_RS09885	D5R57_RS09800	STM1799	SL1344_RS08980	STM474_RS08980
STM14_RS09875	D5R57_RS09790	STM1797	SL1344_RS08970	STM474_RS08970
STM14_RS09815	D5R57_RS09730	STM1785	SL1344_RS08910	STM474_RS08910
STM14_RS09800	D5R57_RS09715	STM1782	SL1344_RS08895	STM474_RS08895
STM14_RS09775	D5R57_RS09690	STM1777	SL1344_RS08870	STM474_RS08870
STM14_RS09770	D5R57_RS09685	STM1776	SL1344_RS08865	STM474_RS08865
STM14_RS09765	D5R57_RS09680	STM1775	SL1344_RS08860	STM474_RS08860
STM14_RS09760	D5R57_RS09675	STM1774	SL1344_RS08855	STM474_RS08855
STM14_RS09755	D5R57_RS09670	STM1773	SL1344_RS08850	STM474_RS08850
STM14_RS09750	D5R57_RS09665	STM1772	SL1344_RS08845	STM474_RS08845
STM14_RS09740	D5R57_RS09655	STM1770	SL1344_RS08835	STM474_RS08835
STM14_RS09730	D5R57_RS09645	STM1768	SL1344_RS08825	STM474_RS08825
STM14_RS09715	D5R57_RS09625	STM1765	SL1344_RS08810	STM474_RS08810
